suggestionId,body,author,link,title,category,votes,timestamp
(5740,"Splash sticks will end up in landfills. It is irresponsible to offer an item that is not necessary, an addition made of plastic which is difficult to recylce. It is important to demonstrate to the customers how to be responsible....\n - bigger discounts for people who bring their own mugs\n - find better lids the seal\n - find a way to recycle in the stores\n - VIA is more packaging, find a way to reduce it\n - Fill jars or bags for people who want to use mix their own instant coffee later.\n\nGET RID OF SPLASH STICKS - every time something is added that is disposable it sends a message that throwing things in the trash is ok. It is not ok and I'll buy Starbucks anymore until I see a change and a huge cutback. The waste generated by the single company on the consumer side of the cash register is unconscionable. Start teaching and get the numbers as high as they are for behind the counter reducing and recycling.\n",summerjem\n,http://mystarbucksidea.force.com/ideaview?id=087500000005d92AAA,"Demonstrate responsibility, get rid of splash sticks and other plastics",Social+Responsibility,-120,11/17/2009 10:20 PM)
(5741,a local radio host on kfi 640 brian suts was talking about people sending via to the troops in care packages what is the chance you can reduce the price for this or send thousands your self this station is the no 1 station in la and he was a war veteran.  thanks bill martin\n,billyjoel\n,http://mystarbucksidea.force.com/ideaview?id=087500000005dfgAAA,starbucks via for the troops,Social+Responsibility,-20,11/26/2009 4:37 PM)
(5742,i would like the opportunity to discuss making green energy available to all your stores.\nrich anderson\n,richander\n,http://mystarbucksidea.force.com/ideaview?id=087500000005eAAAAY,green energy,Social+Responsibility,-70,12/7/2009 6:14 AM)
(5743,"I have been going to Starbucks for over a decade and I have never seen anything about programs to help people in the USA.\nThe need is great, the problems are many. You have felt the crunch and closed stores. Why is all the help going overseas?\nIt is your money you can spend it as you see fit. But with my money that I can spend as I see fit I will support companies that help within the USA first.\n",edm15\n,http://mystarbucksidea.force.com/ideaview?id=087500000005f5gAAA,show how you are helping in the USA,Social+Responsibility,-20,12/15/2009 7:43 PM)
(7106,"\""Most of the coffee sold in America today is literally killing the songbirds we love  and destroying a sustainable method of farming that supports rural communities in Latin America and keeps farm workers and their children away from toxic chemicals.\""\nBirds and Beans is the only company I know of that sells the Smithsonian Certified Bird Friendly Coffee easily. Please consider it! I was recently at a festival of over a thousand people who love birds and the number is growing.\nIbuy it every time I can, but don't go to Starbucks becausethey don't have it.\n\n",Ornithology\n,http://mystarbucksidea.force.com/ideaview?id=08750000000HfnNAAS,Smithsonian Certified Bird Friendly Coffee,Social+Responsibility,-170,9/19/2011 10:05 AM)
(7107,"examine cup top to be firm.Make sure lid is placed on firmly and locks on.If not, a mess will follow all over your car.\n",BigEdd\n,http://mystarbucksidea.force.com/ideaview?id=08750000000Hfr5AAC,"Please fix the top of your cups,so the lid stays on propperly.",Social+Responsibility,-70,9/19/2011 9:35 PM)
(7108,Using the sunchips idea - make the via packages recycleable so they dont end up in the trash.\nWe have food recycling bins in toronto - this type of package couldgo into arecycle bin. Decomposing.\n,scarby\n,http://mystarbucksidea.force.com/ideaview?id=08750000000HfrjAAC,can you make the via packages in recycleable? just like the sunchips.,Social+Responsibility,-40,9/20/2011 7:30 AM)
(7109,I think that any aged person that is still in school(Kindergarden -12 and into college years) and has a school I.D. should be able to get a 10% discount all year long.\n,klagirl\n,http://mystarbucksidea.force.com/ideaview?id=08750000000Hfu4AAC,Student Discounts,Social+Responsibility,-180,9/20/2011 12:54 PM)
(7110,"I would like to help increase the knowledge of your employees, managers and corp. staff to better understand how the waste stream works and effects the sewer system and how to better manage what is tossed into the drains, understanding of your grease traps and interceptors, which would save profits, encrease awareness and give your teams a better understanding of waste control and recycling.\n",FOGConsultant\n,http://mystarbucksidea.force.com/ideaview?id=08750000000Hfv2AAC,Increased team education,Social+Responsibility,-90,9/20/2011 5:06 PM)
(7111,"Coffee is bad for pregnant women. Therefore, as sensible citizens of this world we should advocate no coffee. I think Starbucks should put up posters and banners telling about the bad effects of coffee.\n",kevin_1423\n,http://mystarbucksidea.force.com/ideaview?id=08750000000HfvgAAC,Posters about bad effects of coffee,Social+Responsibility,-250,9/20/2011 8:16 PM)
(7112,"While sucralose, better known by its brand name, Splenda, may originate with sugar, the end product is anything but natural. It's processed using chlorine, and researchers are finding that the artificial sweetener is passing through our bodies and winding up in wastewater treatment plants, where it can't be broken down. Tests in Norway and Sweden found sucralose in surface water released downstream from treatment discharge sites. Scientists worry it could change organisms' feeding habits and interfere with photosynthesis, putting the entire food chain at risk. The chemically derived artificial sweetener acesulfame K (sold under the brand name Sunett) was also detected in treated wastewater and tap water.\n\n",Ryan19908\n,http://mystarbucksidea.force.com/ideaview?id=08750000000HfyfAAC,Splenda not so splendid..,Social+Responsibility,-30,9/21/2011 11:55 AM)
(7113,"I agree with other posts regarding retail merchandise to be made in the USA. I am a Starbucks partner who frequently orders barista wear. I have yet to find any of these items (hats, aprons, polos, community shirts) to be made in the USA. Our aprons at the minimum should be made in the USA and not the other countries (Vietnam, Columbia, Philippines, etc.) At least products being shipped within the US should be made here. I am sure there are suppliers within that can manufacture and create more jobs?\nPlease watch ABC's made in America specials...\n\n",JasonB\n,http://mystarbucksidea.force.com/ideaview?id=08750000000HfykAAC,Barista Wear should be made in the USA,Social+Responsibility,50,9/21/2011 12:03 PM)
(9990,"I would like to propose a site for a new store in a historical building/site which will help preserve not only the building, but the character of the area and of the town. It is in the town center, an eminently walkable sector, with great parking space and at a main intersection.\nThe town is opposing current proposals to transform the site into a gas station, but we're not yet winning. Not only would Starbucks' involvement help this preservation, it is truly a great site for a cafe that the residents would be looking forward to patronize. There are many small businesses along the same main street that are alive because of the residents' support and nothing like a Starbucks store around.\nSome background: Hatboro, PA (outside Philadelphia), was founded in 1715, had a role in the Revolutionary War and several historic landmarks remaining. (See http://www.hatboro-pa.com/hathist.htm)\nThe site is in the middle of the town, two buildings away from the township building (on theNational Register of Historic Places) and across the street from the Old Mill Inn (from 1720). It currently houses a spa and the current proposal is to be converted into a Super WAWA.\nFor those outside the area unfamiliar with WAWA: it is an upscale 7Eleven which is now in business to sell gas as well. Having been successful with this model, they do not build without a gas station anymore. There is a lot to write about the efforts of the community against this plan, some links will follow. Aside from the historical perspective, the residents are concerned by this placement of a gas station, as the site is close to Pennypack Creek (prone to flooding) and an elementary school.\nPlease see more online and help us not only preserve the site, but gain a very much needed caf in the neighborhood.\nhttp://horsham.patch.com/articles/hatboro-residents-take-on-wawa\nhttp://horsham.patch.com/articles/viewfinder-a756bf4b#photo-9031578\nhttp://www.hatboro-pa.com/tour2000.html#row3\n\n",CatalinaM\n,http://mystarbucksidea.force.com/ideaview?id=08750000000I6VkAAK,New store would protect historical building from becoming gas station,Social+Responsibility,210,6/12/2012 8:12 AM)
(9991,"The recently passed healthcare reform act gives a tax credit to companies that insure retirees ages 55-64. This is not COBRA but the plan provided while the partner was working. It is affordable. Most often, insurance companies will refuse coverage to this vulnerable age group, often because of pre-existing conditions,even when they are not serious. Starbucks has ALWAYS set the standard for humane benefits.Please support health coverage for QUALIFIED retirees who gave at least 10 years of dedicated service to Starbucks and the communities they served.\n",elstella\n,http://mystarbucksidea.force.com/ideaview?id=08750000000HRLKAA4,Health insurance for  retired partners age 55 to 64.,Social+Responsibility,120,5/1/2011 7:48 PM)
